"IMAGE	MEDICINE_NAME	GENERIC_NAME	DISEASE	DESCRIPTION",,
"1841.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1842.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1843.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1844.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1845.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1846.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1847.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1848.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1849.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1850.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1851.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1852.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1853.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1854.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1855.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1856.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1857.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1858.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1859.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1860.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1861.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1862.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1863.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1864.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1865.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1866.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1867.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1868.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1869.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1870.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1871.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1872.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1873.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1874.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1875.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1876.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1877.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1878.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1879.png	Maxima	Esomeprazole	Sporulation	Maxima contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1880.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1881.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1882.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1883.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1884.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1885.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1886.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1887.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1888.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1889.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1890.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1891.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1892.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1893.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1894.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1895.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1896.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1897.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1898.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1899.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1900.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1901.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1902.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1903.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1904.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1905.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1906.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1907.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1908.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1909.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1910.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1911.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1912.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1913.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1914.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1915.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1916.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1917.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1918.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1919.png	Maxpro	Esomeprazole	Sporulation	Maxpro contains Esomeprazole for sporulation. It is a proton pump inhibitor that reduces stomach acid.",,
"1920.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1921.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1922.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1923.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1924.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1925.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1926.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1927.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1928.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1929.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1930.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1931.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1932.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1933.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1934.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1935.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1936.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1937.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1938.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1939.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1940.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1941.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1942.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1943.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1944.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1945.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1946.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1947.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1948.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1949.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1950.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1951.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1952.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1953.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1954.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1955.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1956.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1957.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1958.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1959.png	Metro	Metronidazole	Sporulation	Metro contains Metronidazole for sporulation. It treats anaerobic bacterial and protozoal infections.",,
"1960.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1961.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1962.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1963.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1964.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1965.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1966.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1967.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1968.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1969.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1970.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1971.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1972.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1973.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1974.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1975.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1976.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1977.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1978.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1979.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1980.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1981.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1982.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1983.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1984.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1985.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1986.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1987.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1988.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1989.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1990.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1991.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1992.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1993.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1994.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1995.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1996.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1997.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1998.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"1999.png	Metsina	Metronidazole	Bacterial vaginosis 	Metsina contains Metronidazole for bacterial vaginosis . It treats anaerobic bacterial and protozoal infections.",,
"2000.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2001.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2002.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2003.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2004.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2005.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2006.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2007.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2008.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2009.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2010.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2011.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2012.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2013.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2014.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2015.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2016.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2017.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2018.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2019.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2020.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2021.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2022.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2023.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2024.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2025.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2026.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2027.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2028.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2029.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2030.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
"2031.png	Monas	Montelukast Sodium	Arthropathy (MONA) syndrome	Monas contains Montelukast Sodium for arthropathy (mona) syndrome. It blocks leukotrienes to control asthma and allergies.",,
